,Category,Tweet
1,NO,"I like long romantic car rides.... Or just car rides in general if you just want to be friends, you know, because I totally understand. ðŸ˜³"
1,NO,"Had to break from the Harry Potter marathon tonight to watch Cabin Fever, which contains the awesomest grossest bath scene of any movie."
1,NO,"Dont text me, I''ll be dead. Dont tweet to me, I''ll be dead. Dont talk to me, you''ll be talking to the dead. Dont talk to the dead."
1,NO,@_SistahK - I think the fog in the next Walking Dead is actually smoke from Daryl and Beth''s fire.
1,NO,I fully expect my plane to crash and for me to die in a horrible fiery wreck tomorrow.
1,NO,"If I were to pick one fragrance that best encapsulated the odor of the red line, I think I would choose the fragrance of the Funion"
1,NO,The Door Handle Formerly Known As ''Prints''. #canon #photography #poww #truck #ford #americana #abandoned #... Â© 2014 http://t.co/0Jb2cMNfyg
1,NO,Chevy Truck.  #canon #photography #poww #truck #chevy #americana #abandoned #beautyindecay #decay #urbex #... Â© 2014 http://t.co/CYC17GD3DR
1,NO,My grandfather just died. My great aunt died last week. I almost died yesterday. Iâ€™m scared. http://t.co/s6oWU7uajn
1,NO,Icy road condition.. Typical scene during winter.
1,NO,@2dCale AWH. Break my heart Cale. Break my heart.
1,NO,whats worse than a sinus infection and ear infection and strep throat????? oh yeaaaaaaah nothing that''s right
1,NO,make sure you leak the good ones I sent. â€œ@HoneysLove_: Bout to leak oomf nudesâ€?
1,NO,Everybody gotta die. You just gotta choose what to die over
1,NO,Bonfire hearts by @JamesBlunt is my jam
1,NO,"@DanThaWildMan if the US military wanted you dead, then they would send a drone and you would be dead. The only way to preserve your 1/2"
1,NO,@KatherineLaneyr  is there an organization like yours for christians to report abuse against us or are only muslims allowed to report abuse
1,NO,People die everyday. My cousin died at 18. I''d be a fool to not enjoy the liberty of living. I love life and most things that come w/ it.
1,NO,RT @HasherRoth: People die everyday. My cousin died at 18. I''d be a fool to not enjoy the liberty of living. I love life and most things thâ€¦
1,NO,I''m so irritated I''m putting mfers dead on the block list
1,NO,RT @maddijanemusic: Sooo I''m thinking about doin a more upbeat cover in the near future. Which one do you guys want me to do?
1,NO,"I Would Give Up Alcohol For Lent But If I Stop Drinking All At Once, I''m Afraid The Cumulative Hangover Will Kill Me & Besides I''m Agnostic."
1,NO,"Fuck who you know nigga, when we step out the car you know we gunna drill you niggas!!ðŸ�?«ðŸ�?«ðŸ�?«ðŸ‘¿ðŸ‘¿ðŸ‘¿"
1,NO,United Auto Workers (UAW) and VW Efforts to Establish First Works Council in the U.S. Fails http://t.co/Yz38XSFV0J @MichaelBestLaw #law
1,NO,RT @madimaldo30: Aaahhh International Days are here and Lithuanian Club is gonna kill it. #watchout
1,NO,My 2013 jeep is totaled... t-boned on the passanger side. Smh I cried cause my car is totaled
1,NO,Road To Glory CONTINUES IN ROCHELLE IL Michael Livingood http://t.co/mP03ATXvgs
1,NO,"wait, is today the day people put charcoal on their heads? @AugustKarlstedt ''s view on Catholicism lol."
1,NO,RT @ImIyonnie: @Ahnaf_7: @NishaLibra: fuck. im dead. ðŸ’€ðŸ‘‹ðŸ’? | https://t.co/70akMDu2kN LOOOOOOOOOOOOOLðŸ˜‚ðŸ˜‚ WALLAH THIS GOT ME IN TEARSlmaooo
1,NO,Just got a shout out on the @Cubs broadcast from @LenKasper ! I can go die now!!! Thanks guys!!! @BroadcasterMick
1,NO,Within 50 years just about everybody reading this will be dead and no one will even remember who you are.
1,NO,RT @_alexsakowski: ERIN CONNELL DRIVES AN ECLIPSE WITH BUMPER STICKERS ALL OVER THE BACK. please call the police if you see her! http://t.câ€¦
1,NO,Taylor Swift''s Road Trip With Karlie Kloss Is Just About The Sweetest Thing Ever: Warning: True frien... http://t.co/CLbwDKFKts
1,NO,Video: fallontonight: Tina Fey: My Worst Audition Brand new Tonight Show Web Exclusive: Tina Fey tells us... http://t.co/mFqMH5sFr5
1,NO,Think for yourselves people. I''d rather die my way then to live somebody else''s way
1,NO,@ItsLeSad ill bite you
1,NO,RT @Real_ESPNLeBrun: So there''s this: told that the San Jose Sharks went pretty far down the road on Ryan Callahan deal with NYR...
1,NO,RT @EnTMusicGroup: EnT Music Group Exclusive: Interview with @ChedKavian & @StarWoodBeatZ: http://t.co/EWX0P7c6eX shot by @ThatBoiNique
1,NO,@kevinrichardson tell me...the words to say the road to take to find a way back to your heart..what can i do to get to you â?¤
1,NO,Playing with fire is what I do best.
1,NO,@bluestem89 playing tonight (finally!) anything you can scoop me with? thanks man!
1,NO,"@Cianaf Yeah, he''s been making progress but that was a very, very serious injury."
1,NO,Shawty don''t trust me I break hearts often..
1,NO,@Real_Liam_Payne how''s your break going.?
1,NO,Bacon Burgers with Bacon Onion Balsamic Jam http://t.co/LO4uIpk40H
1,NO,@TheArmdancer @fullmetalninja @RK3377 That issue is as dead as my 300 level account.
1,NO,@Real_Liam_Payne is back from the dead and I have pudding today is a good day
1,NO,I believe When People Make A Status About Me They Care Even More ó¾Œ´ó¾Œ´ó¾Œ´ó¾Œ´ó¾Œ´ Y''all MothaFuckas Be Twildn On My Dead Lil Brother Grave ó¾®Ÿó¾®Ÿó¾®Ÿó¾®Ÿ
1,NO,@JosephMorgan Bite me )
1,NO,RT @katie_Woodson: According to @cbschicago an Elgin woman is charged after several animals were found dead or mistreated.  http://t.co/Amsâ€¦
1,NO,"Based on my rudimentary math, cutting L. Brown, C. Brown & Foote gives Steelers $8.062 million in cash. Nearly 800K in dead $ there, too."
1,NO,Giving up junk food... Let''s see how this goes..ðŸ˜?ðŸ˜?
1,NO,@LilDirtyBlonde my dream has come true!! She followed me! Now I can die a #happyman http://t.co/DV1AZaJDJd
1,NO,"I have successfully completed the Message Board quest in The Tribez & Castlez for #iPad. http://t.co/GDEV0bv14x #ipadgames,#..."
1,NO,"Spring break is going to be so nice, mostly because I''m going to be living in a household where no one is INSANEðŸ˜¡"
1,NO,http://t.co/8gBaTrKBvt #gigs Money is waiting in your car ( west chicagoland) http://t.co/XWagsnREfw #CHI #chicago #IL
1,NO,"@Vandiekins22 HE WOULD, KILL IT, WORSE.L O L"
1,NO,Not gonna have a breakdown yet because I remember I have Reese''s in the car.
1,NO,No I am not getting ashes on Ash Wednesday. I don''t want to break out even more.
1,NO,"The urge to move to a small town with a patch of grass, a front porch, and a pick-up truck is overwhelming today"
1,NO,Main goal right now is to convince my parents to let me get my nose pierced during spring break
1,NO,#LadiesNight tonight at @MartysBar2 come on in for some pre spring break drinks to let it out of your system before break! #MartysDoe
1,NO,"Everyone has a star they won''t reach, and a car they won''t drive. #StayHumble #KeepMoving You only loose when you give in."
1,NO,I''m so close to relating a lecture to Road to El Dorado.
1,NO,RT @calebjamesFBSM: Come celebrate me landing the cover of the Chicago Reader tonight with myself @RegularRuben and #TeamHennessy tonight aâ€¦
1,NO,I already got that Chance queued up for the car ride.
1,NO,@Real_Liam_Payne liam it''s almost spring break
1,NO,@CarolJSRoth DEAD on!!!! My only problem is that you pronounced the s. Next you will be putting ketchup on a hot dog!!! @CNBCClosingBell
1,NO,@ginnyb3 @HollowCrownFans the wooing scene in Henry V is just about the most romantic thing ever. Swoon.
1,NO,"RT @kbernot: Thanks @dailycandy for asking what''s on my nightstandâ€�?well, besides four coffee mugs and a stack of nail files. http://t.co/WTâ€¦"
1,NO,@straggcity That profile pic is dead bitch
1,NO,RT @ForeverJetaun_: They say uu can tell what kinda girl uu is by yo purse ðŸ‘›ðŸ‘œ & mine philthy with dead presidents credit cards an receipts
1,NO,RT @ShannonDowney: The Walking Dead Zombies Prank NYC - OH HELL NO!!!!!  http://t.co/iA85eL8Nww
1,NO,"If you like it wild and bloody, you can''t go wrong with the books of @Bryan_D_Smith His latest, Go Kill Crazy! http://t.co/pAVA2RX08Z"
1,NO,150 rock block
1,NO,RT @Guns_com: Facebook has agreed to block gun sales on the social media site http://t.co/vZtowUgdJ8
1,NO,@brentknepper FILMMAKERS. With their fancy RED Dragons and Arris and junk
1,NO,@MIKEMICTLAN GEEE IM DEAD AF RIGHT NOW LMFAO!!!
1,NO,This night class is gonna kill me tonight
1,NO,lol woke up at 4pm. that spring break life though
1,NO,I just wanna kill someone.
1,NO,Waiting On The Western World - Karma to Burn - DJ Sappy Davis Jr. - Both Kinds http://t.co/dqR2NJYjjy #music  #wholesome
1,NO,If you have a yellow or gold car I''m looking at you you motherfucker
1,NO,Work was a waste of time & gas...
1,NO,@jessieroojessie she''s just a little stiff but we had to get another car for now
1,NO,@Ballout_kydee tf ain''t that a car dealership? Lol
1,NO,Presented Mike Magee with the #Fire of the Year Award #MLSMVP @CSNChicago Sports Awards #marchofdimes http://t.co/Qa7ucR8zvF
1,NO,Check out myself and Castro taking on If Looks Could Kill from Strong Style Wrestling! http://t.co/k9xuuF6VjJ
1,NO,Think somebody blocked me on their phone... Wow okay ðŸ˜³ðŸ˜§ðŸ˜‘ðŸ‘Ž
1,NO,RT @itsCyrhon: @Ballout_kydee tf ain''t that a car dealership? Lol
1,NO,MLK died so that we could eat meat on Fridays. - Sr. Mary Anna Nicole Smith
1,NO,RT @NewDealCrew: I liked a @YouTube video http://t.co/91oX8AvgXz Saba - Secondhand Smoke (Official Video Dir @HOTC_TV)
1,NO,"Wahrheit, fÃ¼hr wahr, wen, nach alldem interessiert noch die Wahrheit"
1,NO,Why We HATE Writing Cover Letters: http://t.co/Kp7XCChC5L
1,NO,"Bale, Benzema and Cristiano all scored today, BBC still destroying teams even on the International break ðŸ˜‚"
1,NO,@TehDeminz according to ken ham adam and eve road dinos
1,NO,Agnes Moorehead gives my favorite performance in CITIZEN KANE. I could watch that scene every day.
1,NO,@taticycles Next stop full suspension disc brake road bikes. #TheFutureIsNotOK
1,NO,@helenprejean with Ms. Collins signing copies of Dead Man Walking and Death of Innocents in Tully Hall. http://t.co/sMrPB35wo6
1,NO,my professor looks so dirty but ugh he is so fucking hot I''m gonna die
1,NO,RT @zim8328: @LilDirtyBlonde my dream has come true!! She followed me! Now I can die a #happyman http://t.co/DV1AZaJDJd
1,NO,"RT @JGuevara825: I Would Give Up Alcohol For Lent But If I Stop Drinking All At Once, I''m Afraid The Cumulative Hangover Will Kill Me & Besâ€¦"
1,NO,Some police departments give ''positive tickets'' to youth who are caught doing something right. Details ---&gt
1,NO,I liked a @YouTube video from @freestylereplay http://t.co/n4q3lXqeR4 Trickshot Killcam # 872 | Black ops 2 Black ops | Freestyle
1,NO,RT @MrsKellyPierce: This industry can make you or break you..BE smart..Be IN CONTROL...and  don''t CAVE into the pressure
1,NO,RT @McHottie420: fuuuuuuuck RT @BoyBurst: Boy Burst - http://t.co/Crk3okvgLI #BBBH #Gaypix #TeamGay http://t.co/kxWUFRHi0q
1,NO,RT @_GodThrilla: Somewhere far along this road he lost his soul RT @ReciRich: @_GodThrilla u heartless bae lol
1,NO,RT @AudioFeign: Video: Saba â€“ Secondhand Smoke (Official Video DirÂ @HOTC_TV) http://t.co/07n5bSwsjb
1,NO,â€œ@MookieMati19: @squad2tony @randyflagler oh heyyyy I know that police officer!â€?really #onewordtony
1,NO,RT @OMGFacts: Some police departments give ''positive tickets'' to youth who are caught doing something right. Details ---&gt
1,NO,Waukegan Police Department just rolled through and made everyone move. Okay my problem with that is we are... http://t.co/tPPYyauPEB
1,NO,Eyes been drowsy all day falling asleep every break
1,NO,RT @RushMedical: Alzheimer''s may be cause of far more deaths than previously reported http://t.co/2MK7IG6Y3H
1,NO,"@theotherdracula @JlnFrancisco Natural evolution of team-based play, I''d wager. Better to have 1 dude chase and 4 block than 5 chase."
1,NO,"@christianflyshi Cuz I feel like it,I''m gonna make you block me(if you haven''t already).What''s a tough guy? What''s Chicago have to do w shit"
1,NO,"WIN Labor Report: March 6, 2014 http://t.co/ly1w2qy9Z3 - WIN Headlines"
1,NO,Fuck this im gonna tweet these sketches to myself. Everyone cover your eyes
1,NO,RT @AlbertoRejoice: I''m the butt police and I''m looking at your REAR REAR REAR.
1,NO,Barbers don''t retire they just die
1,NO,Take one bite into a burger and you''ve got the Millennium Falcon.
1,NO,lol my biggest accomplishment in life is attaining a particular sweet husky scent whenever I''m around like idk how I got it but I love it
1,NO,"@cayloe @jmlenart Between the hour and 15 mins it took me to get to ORD this morning and hideous midtown traffic this afternoon, I canâ€™t win"
1,NO,@derekTroberts They were especially concerned for my privacy when they sold my office # and information to marketers without permission.
1,NO,Puzzled soldiers struggle to understand Crimea crisis - great @AFP scene piece #Ukraine http://t.co/ls7lafjelU via @YahooNews
1,NO,"On the Charts: Schoolboy Q Rules, While U2, Karen O Get Oscar Bump http://t.co/chA1kuXnX6"
1,NO,"Dear grad school, can I have a break please??"
1,NO,"Last practice of spring break, let''s make it the best one yet! #luag #theworkisworthit"
1,NO,Random convos on smoke breaks.
1,NO,â€œ@redeyechicago: How an oyster gets from the truck to your dinner plate in less than 3 minutes: http://t.co/zkjHaK3ZkKâ€? O_O @bravodelta9
1,NO,If you call my friend a faggot I will hunt you down and kill you. http://t.co/f20JILPAJV
1,NO,Maan how dese niggas gon wan twitter beef wit meðŸ˜«ðŸ˜‚ðŸ‘‹ tell me where u frm bro n stop woofin! Uno I come n kill yo ass fr doe! ðŸ’¥ðŸ’¥ðŸ�?« #300 #600
1,NO,What''s the point of having a phone if it''s always dead my nigga
1,NO,I''m no Seahawks fan but I think @DangeRussWilson should be on the cover of #Madden15 or @RSherman_25 possibly @AJJeffery1
1,NO,@TramyersCSN and burn a year off his ELC if he plays 10 games
1,NO,Car Fixed finally
1,NO,Pics from Chicago School of Rock after the kids covered Scream by Kill Hannah! https://t.co/JvoT9fBJwu
1,NO,Taylor Swiftâ€™s Road Trip With Karlie Kloss Is Just About The Sweetest Thing Ever http://t.co/BRseqyEgfT
1,NO,@yesdniLbackward pretty sure he won''t mind haha. Damn spring break just haaaas to be one wk after yours
1,NO,Bounce & Break Your Back
1,NO,RT @miraoberman: Puzzled soldiers struggle to understand Crimea crisis - great @AFP scene piece #Ukraine http://t.co/ls7lafjelU via @YahooNâ€¦
1,NO,I''m so damn fucked up in the head I just need a break from love PERIOD lbs
1,NO,On the road again (at @Shell_us) http://t.co/emu1hldG3y
1,NO,Hey peeps! Toyiah Marquis of http://t.co/k1zBD3DWxv discusses procrastination and how it can KILL your dreams and... http://t.co/RrbdHmRq3L
1,NO,@christianflyshi Just like I said: I''m gonna make you block me. I won.
1,NO,RT @denisse_chicago: @kevinrichardson tell me...the words to say the road to take to find a way back to your heart..what can i do to get toâ€¦
1,NO,Dead because cuteattack http://t.co/SlXc6n4tof
1,NO,#Nike #sb #janoski gettin that abbey road flow @ldrsk8 come thru we here Til 7 http://t.co/HQO9i1FawL
1,NO,Wow someone brushed off my car. I love them.
1,NO,RT @Lucid_2ill: Bounce & Break Your Back
1,NO,POST BREAK UP SEX. THAT HELPS YOU FORGET YOUR EX.
1,NO,Throwback prom 08 yea dats my car #oldcar #cashedout @ 17 http://t.co/tlVr2AckW2
1,NO,â€œ@andrewbelle: Check out this cool cover of In My Veins that some friends of mine worked up recently! https://t.co/ldPiseSF1Vâ€? Thanks man!
1,NO,Forgot to take a break so now I just gotta sit in a diff spot for 20 minutes before I clock out. -_-
1,NO,Everyone on tinder is trying to rape and kill you
1,NO,RT @GeezywituhG: *Whores RT @FunSizeMela: Women usually have an emergency overnight bag in they car
1,NO,@yungspork It''s been reported by a few people (TSN) including Hakan saying that he might be heading back to Sweden.
1,NO,No or else I''d be a hitman already @LatinaGawd: Would y''all kill a random human being for $1 million?
1,NO,@Major_Tev @humbleSGbateman spill it EJ?!
1,NO,"Lowkey, Everybody finna be on the chopping block."
1,NO,RT @posadas1223: Giving up meat and junk food for lent ðŸ‘?
1,NO,â€œ@sabina_handan: https://t.co/GrG5JwAEK0 ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ I CANT. I JUST CANT. ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚â€? SO DEAD. ðŸ˜­ðŸ˜­ðŸ˜­ @BalkanProblems
1,NO,"Garcia1 Auto Repair,Tires & Brakes Hannah Garcia http://t.co/AnQ8EBwnVb"
1,NO,@businessinsider Christie will merge bankrupt Tump casino with his bankrupt Revel casino.He''ll hide his hoarded road salt in empty Jacuzzis
1,NO,"RT @Ian_Eastwood: @MaiiMerengada don''t die. Survive. Survival of the fitest, Darwin, science, technology, twitter, reply to you, *die*Cirâ€¦"
1,NO,"RT @TrapDrugs: dreams donâ€™t die, dedication does"
1,NO,RT @AlexAnnerino: Giving up junk food... Let''s see how this goes..ðŸ˜?ðŸ˜?
1,NO,@ENews i hate fashion police theyre not funny and think they r better then anyone else in the world. Sori were all beautiful!
1,NO,RT @VoluptuousJay: Bitch quick to think Im playing. Til I catch they ass in traffic
1,NO,Kill shit- lil herb still my shit !
1,NO,Alanna masterson from The Walking Dead is gorgeous!! #thewalkingdead #alannamasterson #sheshot
1,NO,Or me ðŸ˜¡ RT @TweetnAssChiqk: Wait ill fucking kill u why arent u following me @shizukesa_
1,NO,"it''s that time of the month again.*eats short rib pizza, burger w bacon jam, & froyo coated in chocolate in one sitting*"
1,NO,RT @brandon_harrod: Just got a shout out on the @Cubs broadcast from @LenKasper ! I can go die now!!! Thanks guys!!! @BroadcasterMick
1,NO,@gahshawn he still died tho
1,NO,Classic Car Ads: Giant Floating Head Edition http://t.co/WUwDDUjhJX
1,NO,â€œ@CuteAnimal_Pics: 3 pups around a fire http://t.co/rd7WKHufMVâ€?Mom keeping her babies warm.  Adopt a Rescue..give then a #furever homeðŸ?¶
1,NO,On the bus road game
1,NO,â€œ@_imLoyalty: Lmfaoo I just died ðŸ˜‚ðŸ˜‚ http://t.co/AfEyfkECIuâ€?ðŸ˜‚ðŸ˜­ðŸ˜‚ðŸ˜©ðŸ˜‚
1,NO,3 degrees outside and there is a fire drill?
1,NO,RT @optionsizzle: American Bitcoin exchange CEO found dead http://t.co/rMjhIHk4cM #BTC #Bitcoin
1,NO,@JoyIsFabulous that would do more damage than good lol
1,NO,"RT @Real_ESPNLeBrun: Confirming what my pal @FriedgeHNIC first reported, Kesler has NOT been moved. Stays put"
1,NO,RT @Amanda_luv_u: POST BREAK UP SEX. THAT HELPS YOU FORGET YOUR EX.
1,NO,"Michael is ill so there won''t be a Brain Scoop today, but never fear: @UntamedScience filmed our squirrel prep! http://t.co/6ZzyGUajbn"
1,NO,Gon be with that boy til the day I die.
1,NO,"@todgoldberg! If you really knew me, you would know I hate cheese.  You are dead to me. xoxo  #LitChat"
1,NO,RT @andrewbelle: Check out this cool cover of In My Veins that some friends of mine worked up recently! https://t.co/AcQj0slapL
1,NO,RT @MeAndMyBugatti: â€œ@DanKetchup: RT: @desusnice: U never know when a game of 21 gonna break out at a Kem concert https://t.co/P87BpvBAs4â€? â€¦
1,NO,hella traffic
1,NO,RT @IntnlTrucks: Breaking: @WorkTruckMag Names International TerraStar 4x4 2014 Work Truck of the Year! #WTS2014 #NTEA @WorkTruckShow http:â€¦
1,NO,wir sind die jaegar http://t.co/mjJ2pwDLC4
1,NO,Lol @ these two people in the break room who can barely speak English and are talking to each other.
1,NO,@RobertRM Do they upcharge normal store prices to cover some of their costs? I canâ€™t find that info in the FAQ.
1,NO,@MalCity_Dopest @LastChanceLyra @AintYou_PoloTTU @YoFantasyRide @LBeezyBell @Jimmaaayyy_ ðŸ˜‚ðŸ˜‚ðŸ˜‚ g shut up g I''m bout to die lmao
1,NO,These balancing rocks might provide the meditative break you need to #keepwriting http://t.co/hoL8Oe4L9n #writingtips
1,NO,@Vitto_Rio I shall so it when I get home and smoke.
1,NO,"But they had started to poison my soul with their big house, big car, big-time bohbohlâ€¦ Derek Walcott"
1,NO,RT @xFiveoclock: wir sind die jaegar http://t.co/mjJ2pwDLC4
1,NO,I can''t wait to get in traffic this weekend man ðŸš˜
1,NO,"Just trying to break the internet randomly at @1871Chicago, Oscars/Ellen style. #18Selfie1 #Selfie71 http://t.co/jKvDMOyW0C"
1,NO,â€œ@Thugg_Naee: I Really Need A Blunt ðŸ˜© .â€? But you don''t smoke tho ðŸ˜‚ðŸ˜´
1,NO,RT @SouthSideWeekly: This week''s cover story: Hip-hop duo Simeon Viltz and Mulatto Patriot honor their Hyde Park roots @primeridian | http:â€¦
1,NO,My whole life ppl told me im going to burn in hell. I guess when I''m gone you''ll know where to find me. At least... http://t.co/01nX0qDsgq
1,NO,RT @LeftHandMatt: Wake up Dead Nitro update: @BinnysBev Highland Park are releasing bottles this Friday 3/7 and I''ll be tasting Sawtooth Niâ€¦
1,NO,RT @_killerbeauty69: What doesn''t kill you makes you a fighter!!
1,NO,& of course my phone is about to die like always ðŸ˜©ðŸ˜©
1,NO,@WWJRHRD ðŸ˜©ðŸ˜©ðŸ˜© you kill me.
1,NO,RT @LaNiyahBailey: Hey peeps! Toyiah Marquis of http://t.co/k1zBD3DWxv discusses procrastination and how it can KILL your dreams and... httâ€¦
1,NO,@Vanna_Naeve I watched a little bit. I was more excited about watching The Walking Dead.
1,NO,"Made the mistake of letting the partners know it was my spring break, now I can''t sleep in tomorrow and say I was in class #rookiemistake"
1,NO,dead ass...your mom looking over your shoulder and see my avi and says hey that''s ____ u gotta keep that all the way to yourself.
1,NO,RT @mollypg: @WendysCity is that the Pacific Princess from Love Boat in the foreground? )
1,NO,"@Cianaf @JoshNorris Evil Dead, man: rent it. http://t.co/cnVSy1TwI5"
1,NO,@Shew_Lace bean burrito gas
1,NO,@Shortymata I don''t smoke no more. And I barely drink any more either.. But its Spain baby! Only drinking over there tho
1,NO,".@SpotHero, @codeforamerica''s  TextMyBus, & @stevevance bike crash map all get shoutouts in our @USDOT Challenge post http://t.co/4mJHTdQRMI"
1,NO,"RT @SmartChicago: .@SpotHero, @codeforamerica''s  TextMyBus, & @stevevance bike crash map all get shoutouts in our @USDOT Challenge post httâ€¦"
1,NO,@MikeLoBurgio @doctorow good god common sense is dead
1,NO,"New Cover, #TheBeardAndTheBest, Great Tag Team ! http://t.co/Ld83sJ3Lvm"
1,NO,#FruitPunchExplosion RT @ericwilborn: Damn near impossible to break off a single lifesaver so I popped half of a roll in my mouth. #YOLO
1,NO,Need a bad ass bitch cause the good die young ðŸ˜?ðŸ’¯
1,NO,CIA spied on Senate committee writing damning torture report and Obama knew aboutÂ it http://t.co/TnJ2SFtKUU
1,NO,Angela Bassett on this March cover though!!!! 55 years young and fine as wine! #INeedTheSecretâ€¦ http://t.co/SJvi57RlbW
1,NO,The future is here to nag you: the rise of the nanny gadget. @doctorcdf at @element14news and @YahooTech report: http://t.co/ZqDjIKepkU
1,NO,Yo @JoeFreshgoods I made it to a cover story. Can I have a hockey jersey or nah?
1,NO,"Split the dough 50/50 with my mans, so it ain''t no room for fuck niggas. ðŸ˜‚ðŸ’¯ðŸ‘Œ dead ass tho @SayItAintToinne. They wanna join us but NAH!"
1,NO,"@emily_the_king this is the best thing ever, and you should spend every work break doing this. http://t.co/EMi3I8nnJW"
1,NO,"I have only recently met adults with CF...my friend who had it died at age 30...I did not know anyone else my age, only kids. #LitChat"
1,NO,RT @kreativesince83: Road We Didn''t Take - @JillaBigCity feat. @DeezyIII @SpearDaGreat @FamilyBizEnt by FamilyBizEnt http://t.co/tM2jXauyXrâ€¦
1,NO,ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ that line kill me Everytime b
1,NO,RT @CDana1: @Grevey23ud biggest game in last ten years. Just want to see a Dayton team go on the road and get a HUGE win. We are UD
1,NO,RT @LawCannon: #WIU THE WEEKEND AFTER SPRING BREAK !!!!#CollegeCrazeWIU coming.  #WIU14 #WIU15 #WIU16 #WIU17 y''all ready? March 21st. ðŸ’ƒðŸ’ƒðŸ’ƒâ€¦
1,NO,i''m seriously over this semester.. i just wanna go on break and come back with my priorities straight.
1,NO,@JacobWhitesides bÃ¦ I watched your cover of heartbreaker in class today
1,NO,@shiningbutera she was riding in a car probably going to a hotel from the airport
1,NO,@IcySoleOnline so now leak the 2k14s...
1,NO,@IllinoisChannel  Is my COBRA going to be extended?  Is Ocare going to cover my meds?
1,NO,@GPSGAY #blocked
1,NO,Mixtape cover dropping soon ðŸ˜· #PlayMakers â€¼ï¸?
1,NO,My car down again smh so  I think its time for a upgrade....
1,NO,"RT @DaSourHour: NEW MUSIC: Bump J f/ Belo (of Do or Die), Mack Mecca & Ace Boogy â€“ N***** Sweet https://t.co/qcvenzbUbK @CHIEFBUMPJ @belodoâ€¦"
1,NO,@TheJFKGamer Nope but I watched the movie :PMy childhood was PlayStation & Crash Bandicoot.
1,NO,"@RobertRM Sounds like a perfect test. It seems like a great service for when Iâ€™m in a jam, but a bit pricey to keep up with."
1,NO,LMFAOOOOO I just died thinking about Circle of Death and if I pulled the Queen. Iâ€™m gonna get people on lil stupid stuff.
1,NO,@BoardwalkRo lmfao I''m gonna make you want to smoke lmfao
1,NO,@GPSGAY #Blocked don''t follow me again
1,NO,"@GrahamWIIM I agree, trim dead weight, shore up D, what else?"
1,NO,"Continued---Darrel Issa-in his HEAD-Sixth Sense- he doesn''t see dead people-just GUILTY people! Where''s RW shrink Charles Krauthammer,MD.?"
1,NO,Call me out of the blue just because you''re thinking of me so I know it''s real . # I wish ðŸ˜’
1,NO,LOL my 40 year old manager and I just talked about getting high..... I think I''d die if I smoked up with him. ðŸ˜‚
1,NO,@SpeakerBoehner Your idea to help #Ukraine is to ease regulations on natural gas exports ?  You can''t be serious.
1,NO,Only 1.24MM ES and 85.9MM $SPY changed hands with 8.79MM calls / 5.84MM puts = index theta burn session
1,NO,You''re such a qt but a fucking asshole too lol die
1,NO,# leg day #fittnessishes
1,NO,Today''s last block of #achimtg sessions is starting now!
1,NO,@skeskali Makeup application while biking sounds fascinating. I picture that scene in Airplane...
1,NO,I should have made her pay half my car note since she wants to use it like it''s hers. Irritating
1,NO,Break a leg brother!!!@DJOMAR935
1,NO,@ThompsonScribe you were the one who had them coming back 3-3 from road trip! ðŸ˜?
1,NO,@EnergizeMe_ Found by accidentthought you might likecareful kitties bite.http://t.co/scqsbzPTsx#hentai #yuri nsfw?
1,NO,The shitty car in front of me literally sounds like a fart and I cannot stop laughing. #adulthood
1,NO,RT @journalismnews How news outlets can have a bite of the native advertising cherry http://t.co/DXYKWf5Rjh  #journaliism #DMS14
1,NO,#hmm#something to think about # http://t.co/FVdr0k56IV
1,NO,dispelled the Mystic Smoke anomaly! http://t.co/aqv71kVNSd
1,NO,I think I''m gonna give up junk food for lent
1,NO,If this isn''t your jam you need to go. Just go. #migos http://t.co/1dRLo34Pyk
1,NO,"@toughLoveforx @ORIS4COLOR Maybe not. But I never said eliminate sales. Sales is crucial, just not exclusive. #PrintChat"
1,NO,"Exclusive Trailer: David Strathairn Races to Find a Terrorist in Period Piece ''No God, No Master'' http://t.co/Pb2mTMzgDu via @indiewire"
1,NO,@Nikzehnder yo I legit died haha
1,NO,"No wonder East coast niggas so angry all the time, I''d be angry too with a perpetual cloud of backwoods smoke in my lungs"
1,NO,@IHaveABadEar I always like to do that after I burn a full bag of popcorn.
1,NO,"@EvelynEhrlich @staceyleeauthor Fresh ginger juice and lemon in water kefir: to die for. Sometimes I change the fruit up, but ginger: NEED."
1,NO,I JUST REALIZED MY SISTA @MzGracieBaby  GAT AWAY WIT 1 OF MY BEST #BUSSITDOWN SHIRTS & ANOTHA BRAND NEW #EXCLUSIVE ONE WITOUT GIVING ME A $
1,NO,Bout to get n traffic
1,NO,Im giving up Twitter and junk food for Lent. So yeah. there''s that. So ummmmmmmmm bye.
1,NO,RT @TremontiMichael: @Vanna_Naeve I watched a little bit. I was more excited about watching The Walking Dead.
