,Date,Course.Length,Program,Organization,City,ZIP.Code,County,Number.Classes,Number.Students,Students.White,Students.African.Am,Students.Latino,Students.Other
702,4/17/2017,4,First Aid and CPR Certification,The Woodlawn Resource Center ,Chicago,60637,Cook,1,9,0,9,0,0
703,4/17/2017,0.5,Scrubby Bears,Cortland Elementary School ,Cortland,60112,DeKalb,8,164,85,24,40,15
704,4/17/2017,0.5,Scrubby Bears,Murphy Elementary School,Chicago,60618,Cook,1,18,5,6,7,0
705,4/17/2017,1,Masters of Disaster,Murphy Elementary School,Chicago,60618,Cook,2,47,15,15,15,2
706,4/17/2017,1,FALP,Murphy Elementary School,Chicago,60618,Cook,2,36,12,12,10,2
707,4/17/2017,0.5,Kid Firestopper,Murphy Elementary School,Chicago,60618,Cook,1,17,5,4,6,0
708,4/17/2017,2,First Aid and Infant CPR,St. Ignatius Church,Chicago,60626,Cook,1,9,8,1,NA,NA
709,4/18/2017,0.5,Scrubby Bears,Cortland Elementary School ,Cortland,60112,DeKalb,4,87,52,17,15,3
710,4/18/2017,4,First Aid and CPR Certification,The Woodlawn Resource Center,Chicago,60637,Cook,1,13,1,11,1,0
711,4/18/2017,1,Pillowcase Project,Nelson Ridge Elementary,New Lenox,60451,Will,1,12,12,NA,NA,NA
712,4/19/2017,5,Hands-only Citizen CPR,Montague Public Library,Rockford,61102,Winnebago,1,3,NA,3,NA,NA
713,4/19/2017,1.5,Pillowcase Project,West Pullman - Chicago Public Library ,Chicago,60643,Cook,1,4,0,2,2,0
714,4/19/2017,2,First Aid and Infant CPR,St. Ignatius Church,Chicago,60626,Cook,1,9,9,NA,NA,NA
715,4/19/2017,4,CSD - Other,Phoenix Military Academy ,Chicago ,60612,Cook,1,38,NA,NA,NA,NA
716,4/19/2017,3,First Aid and CPR Certification,Aurora University,Aurora,60506,kane,1,20,18,1,1,NA
717,4/20/2017,5,FALP,White Swan Elementary School,Rockford,61108,Winnebago,3,66,NA,NA,NA,NA
718,4/20/2017,0.5,Disaster Preparedness,Canterbury Elementary School,Crystal Lake,60014,McHenry,6,140,76,14,43,7
719,4/20/2017,1,First Aid and CPR Certification,Bessie Coleman Library,Chicago ,60637,Cook,1,9,NA,NA,NA,NA
720,4/21/2017,1,FALP,Girl Scout Troop,Arlington Heights,60004,Cook,1,15,15,0,0,0
721,4/21/2017,1.5,CSD - Other,Chicago Parent University at Corliss High School ,Chicago,60628,Cook,1,5,0,3,2,0
722,4/21/2017,0.5,FALP,Park District of Forest Park,Chicago,60130,Cook,1,32,28,2,1,0
723,4/21/2017,0.5,Kid Firestopper,Park District of Forest Park,Chicago,60130,Cook,1,32,28,2,1,0
724,4/21/2017,0.5,Home Alone,Park District of Forest Park,Chicago,60130,Cook,1,32,28,2,1,0
725,4/21/2017,2,Kid Firestopper,Jamieson Elementary School,Chicago,60659,Cook,2,50,25,10,10,5
726,4/21/2017,3,First Aid and Infant CPR,St. Gabriel Elementary,Chicago,60609,Cook,1,7,7,NA,NA,NA
727,4/21/2017,0.5,Kid Firestopper,Jamieson Elementary School ,Chicago,60651,Cook,1,25,NA,NA,NA,NA
728,4/21/2017,0.5,Kid Firestopper,Jamieson Elementary School ,Chicago,60651,Cook,1,25,NA,NA,NA,NA
729,4/22/2017,4,First Aid and CPR Certification,Chicago Parent University at Corliss High School ,Chicago,60628,Cook,1,8,NA,NA,NA,NA
730,4/22/2017,1.5,CSD - Other,Chicago Parent University at Corliss High School ,Chicago,60628,Cook,1,7,0,5,2,0
731,4/24/2017,0.5,Scrubby Bears,Budlong Elementary School,Chicago,60625,Cook,1,18,6,4,8,0
732,4/24/2017,0.5,FALP,Budlong Elementary School,Chicago ,60625,Cook,5,77,25,10,30,12
733,4/24/2017,1,Pillowcase Project,Whittier Elementary School,Blue Island,60406,Cook,4,114,40,40,34,NA
734,4/25/2017,0.5,Kid Firestopper,Park District,Batavia,60510,KANE,1,5,5,0,0,0
735,4/25/2017,1,Scrubby Bears,Lutheran Day Preschool and Childcare Center,Chicago,60647,Cook,1,26,NA,NA,NA,NA
736,4/25/2017,1,Pillowcase Project,Whittier Elementary School,Blue Island,60406,Cook,4,56,20,10,26,0
737,4/25/2017,1,Pillowcase Project,Paul Revere Intermediate School,Blue Island,60406,Cook,4,57,10,5,42,0
738,4/25/2017,5,First Aid and CPR Certification,Josephine Locke Elementary School,Chicago,60634,Cook,1,11,1,3,7,0
739,4/25/2017,0.5,Kid Firestopper,Batavia Park District,Batavia,60510,Kane,1,5,5,0,0,0
740,4/25/2017,0.5,Scrubby Bears,Budlong Elementary School,Chicago,60625,Cook,11,162,45,25,47,45
741,4/25/2017,1,Pillowcase Project,Paul Revere School,Blue Island,60406,Cook,4,113,40,40,33,NA
742,4/26/2017,1.5,CSD - Other,Evers Elementary School ,Chicago,60628,Cook,1,35,3,9,23,0
743,4/26/2017,1,First Aid and CPR for Students,Budlong Elementary School,Chicago,60625,Cook,6,92,35,12,35,10
744,4/26/2017,0.5,W.H.A.L.E.S. Tales,White Oak Elementary,Morris,60450,Grundy,1,26,26,NA,NA,NA
745,4/27/2017,5,W.H.A.L.E.S. Tales,White Swan Elementary School,Rockford,61108,Winnebago,3,66,NA,NA,NA,NA
746,4/27/2017,3,First Aid and CPR Certification,George Washington Elementary ,Chicago,60617,Cook,1,33,10,2,10,11
747,4/27/2017,3,First Aid and CPR Certification,George Washington Elementary ,Chicago,60617,Cook,1,33,10,2,10,11
748,4/27/2017,1.5,CSD - Other,St Pancratius Church,Chicago,60632,Cook,1,56,15,3,38,NA
749,4/27/2017,1,Scrubby Bears,Chicago Young Parents,Chicago,60612,Cook,1,10,NA,NA,NA,NA
750,4/27/2017,1,Home Alone,Chicago Young Parents,Chicago,60612,Cook,1,10,NA,NA,NA,NA
751,4/27/2017,4,First Aid and CPR Certification,The Hamdard Center ,Chicago,60660,Cook,1,10,3,3,0,4
752,4/27/2017,1,First Aid and CPR for Students,Budlong Elementary School,Chicago,60625,Cook,2,29,10,5,10,4
753,4/27/2017,3,First Aid and CPR Certification,Shiloah Baptist Church ,Chicago,60620,Cook,1,8,NA,NA,NA,NA
754,4/29/2017,4.5,"Adult CPR, Pediatric CPR and Choking",American Red Cross-Medicina Academy,Chicago,60612,Cook,1,14,NA,2,12,NA
755,4/29/2017,1,Pillowcase Project,Home Depot,Ottawa,61350,La Salle,1,6,6,NA,NA,NA
756,5/1/2017,3,FALP,Nixion Elementary School,Chicago,60639,Cook,2,40,0,0,40,0
757,5/1/2017,0.5,Scrubby Bears,Belmont Cragin Elementary School ,Chicago,60639,Cook,3,41,NA,NA,41,NA
758,5/1/2017,1,Hands-only Citizen CPR,Waldo Middle School,Aurora,60505,DuPage,2,60,5,5,50,0
759,5/1/2017,1,Pillowcase Project,Big Hollow Elementary School ,Ingleside,60041,McHenry,4,118,86,22,10,0
760,5/1/2017,1,Pillowcase Project,Lloyd Elementary School,Chicago,60639,Cook,3,71,10,2,57,1
761,5/1/2017,0.5,Scrubby Bears,Lloyd Elementary School,Chicago,60639,Cook,1,27,5,0,22,0
762,5/1/2017,1,Pillowcase Project,Northwest Middle School,Chicago,60639,Cook,1,25,NA,NA,NA,NA
763,5/2/2017,1,Kid Firestopper,Nixon Elementary School,Chicago,60639,Cook,4,100,NA,NA,NA,NA
764,5/2/2017,1,Pillowcase Project,Nixon Elementary School,Chicago,60639,Cook,2,52,NA,NA,NA,NA
765,5/2/2017,0.5,Scrubby Bears,Lloyd Elementary School,Chicago,60639,Cook,1,24,0,4,20,0
766,5/2/2017,1,Pillowcase Project,Lloyd Elementary School,Chicago,60639,Cook,4,100,10,10,70,10
767,5/2/2017,0.5,Home Alone,Batavia Park District,Batavia,60510,Kane,1,10,9,1,0,0
768,5/2/2017,0.5,Kid Firestopper,Batavia Park District,Batavia,60510,Kane,1,5,4,1,0,0
769,5/2/2017,1,Pillowcase Project,Belmont Cragin Elementary,Chicago,60639,Cook,2,53,NA,NA,NA,NA
770,5/2/2017,1,Pillowcase Project,Northwest Middle School,Chicago,60639,Cook,1,27,NA,NA,NA,NA
771,5/2/2017,1,W.H.A.L.E.S. Tales,Claremont Academy Elementary School,Chicago,60636,Cook,3,70,NA,65,5,NA
772,5/2/2017,1,FALP,Claremont Academy Elementary School,Chicago,60636,Cook,5,110,NA,100,10,NA
773,5/3/2017,0.5,Scrubby Bears,Belmont Cragin Elementary School ,Chicago ,60639,Cook,2,37,NA,NA,37,NA
774,5/3/2017,1,Pillowcase Project,Nixon Elementary School,Chicago,60639,Cook,3,86,NA,NA,NA,NA
775,5/3/2017,0.5,Scrubby Bears,Lloyd Elementary School,Chicago,60639,Cook,1,9,1,1,7,0
776,5/3/2017,1,Pillowcase Project,Lloyd Elementary School,Chicago,60639,Cook,4,53,10,10,33,0
777,5/3/2017,1.5,Pillowcase Project,Belmont-Cragin Elementary School,Chicago,60639,Cook,2,57,4,6,42,5
778,5/3/2017,0.5,W.H.A.L.E.S. Tales,West Pullman - Chicago Public Library ,Chicago,60643,Cook,1,7,1,5,1,0
779,5/3/2017,1,Pillowcase Project,Lloyd Elementary School,Chicago,60639,Cook,4,54,10,4,40,0
780,5/3/2017,0.5,Scrubby Bears,Lloyd Elementary School,Chicago,60639,Cook,1,9,1,0,8,0
781,5/3/2017,1,Pillowcase Project,Nixon Elementary School,Chicago,60639,Cook,3,75,NA,NA,NA,NA
782,5/3/2017,1,Pillowcase Project,Northwest Middle School,Chicago,60639,Cook,1,27,NA,NA,NA,NA
783,5/3/2017,1,Scrubby Bears,Claremont Academy Elementary School,Chicago,60636,Cook,4,100,NA,95,5,NA
784,5/4/2017,4.5,"Adult CPR, Pediatric CPR and Choking",Foreman College and Career Academy,Chicago ,60641,Cook,1,7,NA,NA,7,NA
785,5/4/2017,1,Pillowcase Project,Nixon Elementary School,Chicago,60639,Cook,3,120,NA,NA,NA,NA
786,5/4/2017,0.5,Scrubby Bears,Lloyd Elementary School,Chicago,60639,Cook,1,21,0,2,19,0
787,5/4/2017,1,Pillowcase Project,Lloyd Elementary School,Chicago,60639,Cook,3,81,5,6,70,0
788,5/4/2017,4,First Aid and CPR Certification,Chicago Parent Association at Foreman College and Career Academy,Chicago,60641,Cook,1,5,0,0,5,0
789,5/4/2017,4,First Aid and Infant CPR,Chicago Parent Association at Foreman College and Career Academy,Chicago,60641,Cook,1,1,0,0,1,0
790,5/4/2017,1,Kid Firestopper,Budlong Elementary School,Chicago,60625,Cook,1,14,2,1,11,0
791,5/4/2017,1,Pillowcase Project,Nixon Elementary School,Chicago,60639,Cook,3,90,NA,NA,NA,NA
792,5/4/2017,1,Pillowcase Project,Northwest Middle School,Chicago,60639,Cook,1,27,NA,NA,NA,NA
793,5/4/2017,0.5,Scrubby Bears,Belmont Cragin Elementary ,Chicago,60639,Cook,1,17,NA,NA,NA,NA
794,5/4/2017,0.5,Pillowcase Project,Belmont Cragin Elementary ,Chicago,60639,Cook,1,26,NA,NA,NA,NA
795,5/5/2017,1,Pillowcase Project,Lloyd Elmentary School,Chicago,60639,Cook,3,78,0,0,78,0
796,5/5/2017,0.5,Scrubby Bears,Lloyd Elmentary School,Chicago,60639,Cook,2,61,0,0,61,0
797,5/5/2017,1,Pillowcase Project,Big Hollow Elementary School ,Ingleside,60041,Lake,3,77,65,4,4,3
798,5/5/2017,1.5,Pillowcase Project,Christopher Elementary School,Chicago,60632,Cook,1,NA,NA,NA,NA,NA
799,5/5/2017,1,Pillowcase Project,Northwest Middle School,Chicago,60639,Cook,1,27,NA,NA,NA,NA
800,5/5/2017,0.5,Scrubby Bears,Belmont Cragin Elementary ,Chicago,60639,Cook,1,18,NA,NA,NA,NA
801,5/5/2017,0.5,Scrubby Bears,Belmont Cragin Elementary ,Chicago,60639,Cook,1,33,NA,NA,NA,NA
802,5/7/2017,3,First Aid and CPR for Students,First Presbiterian Church,Bolingbrook,60440,Dupage,1,7,7,NA,NA,NA
803,5/8/2017,0.5,W.H.A.L.E.S. Tales,Spencer Crossing Elementary ACES Program,New Lenox,60451,WILL,1,47,25,15,7,0
804,5/8/2017,5,Home Alone,Madonna House,Chicago,60613,Cook,2,17,NA,NA,NA,NA
805,5/8/2017,1,Pillowcase Project,Canterbury Elementary School,Crystal Lake,60014,McHenry,4,72,40,10,20,2
806,5/8/2017,0.5,W.H.A.L.E.S. Tales,James Madison Elementary School,Chicago,60629,Cook,7,120,15,76,25,4
807,5/9/2017,5,Kid Firestopper,Rock River Branch,Rockford,61103,Winnebago,1,1,NA,NA,NA,1
808,5/9/2017,0.5,W.H.A.L.E.S. Tales,Nelson Prairie Elementarty School ACES Program,New Lenox,60451,WILL,1,35,20,1,10,0
809,5/9/2017,4.5,"Adult CPR, Pediatric CPR and Choking",Pickard Elementary School ,Chicago,60608,Cook,1,20,NA,NA,20,NA
810,5/9/2017,1,Pillowcase Project,Andrew Cook Magnet School,Waukegan,60085,Lake,4,111,30,30,40,1
811,5/9/2017,0.5,W.H.A.L.E.S. Tales,James Madison Elementary School,Chicago,60629,Cook,2,52,5,38,8,1
812,5/9/2017,1,Pillowcase Project,Cooke Magnet School,Waukegan,60085,Lake,1,13,NA,NA,NA,NA
813,5/9/2017,1,Pillowcase Project,Cooke Magnet School,Waukegan,60085,Lake,1,25,NA,NA,NA,NA
814,5/9/2017,1,Pillowcase Project,Cooke Magnet School,Waukegan,60085,Lake,1,30,NA,NA,NA,NA
815,5/9/2017,1,Pillowcase Project,Cooke Magnet School,Waukegan,60085,Lake,1,25,NA,NA,NA,NA
816,5/9/2017,1,Pillowcase Project,Cooke Magnet School,Waukegan,60085,Lake,1,30,NA,NA,NA,NA
817,5/9/2017,1,Pillowcase Project,Cooke Magnet School,Waukegan,60085,Lake,1,30,NA,NA,NA,NA
818,5/10/2017,0.5,W.H.A.L.E.S. Tales,ACES at Arnold J Tyler School,New Lenox,60451,Will,1,36,32,2,2,0
819,5/11/2017,0.75,Pillowcase Project,Benjamin E. Mays Elementary Academy,Chicago,60621,Cook,1,19,NA,NA,NA,NA
820,5/11/2017,1.5,First Aid and CPR for Students,Charles Henderson Elementary School,Chicago,60636,Cook,1,38,2,35,1,0
821,5/11/2017,0.5,W.H.A.L.E.S. Tales,Haines Elementary School ACES Program,New Lenox,60451,WILL,1,20,5,2,6,7
822,5/11/2017,1,FALP,Madonna House,Chicago,60613,Cook,1,8,NA,NA,NA,NA
823,5/11/2017,1.5,Pillowcase Project,Park District of Forest Park,Chicago,60130,Cook,1,38,27,8,3,0
824,5/12/2017,1.5,CSD - Other,Mitchell Elementary School ,Chicago,60612,Cook,1,7,3,NA,4,NA
825,5/12/2017,4,First Aid and CPR Certification,Chicago Parent University at Corliss High School ,Chicago,60628,Cook,1,7,0,5,2,0
826,5/12/2017,4,"Adult CPR, Pediatric CPR and Choking",Tattler American Legion Post,Chicago,60618,Cook,1,4,NA,NA,1,3
827,5/12/2017,5,Fire Prevention Workshop,Bethel New Life Community ,Chicago,60651,Cook,1,60,NA,NA,NA,NA
828,5/12/2017,1,Home Alone,Frankfort IE Elementary,Lockport,60441,Will,2,57,38,9,10,NA
829,5/13/2017,3,"Adult CPR, Pediatric CPR and Choking",Great Lakes Community Center,Great Lakes,60008,Lake,1,10,5,4,2,1
830,5/13/2017,2.5,First Aid and CPR for Students,BridegPort Art Center,Chicago ,60608,Cook,1,7,NA,NA,NA,NA
831,5/13/2017,3,FALP,Ismaili Community Center,Naperville,60563,DuPage,1,17,NA,NA,NA,17
832,5/15/2017,5,W.H.A.L.E.S. Tales,Cullen Elementary School,Chicago,60628,Cook,1,21,NA,NA,NA,NA
833,5/15/2017,5,Home Alone,Cullen Elementary School,Chicago,60628,Cook,1,21,NA,NA,NA,NA
834,5/15/2017,0.5,W.H.A.L.E.S. Tales,Whittier Elementary School,Blue Island,60406,Cook,4,240,40,60,140,0
835,5/15/2017,0.5,W.H.A.L.E.S. Tales,Paul Revere Intermediate School,Blue Island,60406,Cook,4,240,20,20,200,0
836,5/15/2017,1,Pillowcase Project,The Clearing Library with Girl Scouts,Chicago,60638,Cook,1,12,8,0,4,0
837,5/15/2017,4,First Aid and CPR Certification,AmeriCorp at Sauk Valley Community College,Dixon,61021,Lee,1,5,3,1,0,1
838,5/15/2017,1,First Aid and CPR for Students,Chicago Academy High School ,Chicago,60634,Cook,1,19,NA,NA,NA,NA
839,5/15/2017,1,First Aid and CPR for Students,Chicago Academy High School ,Chicago,60634,Cook,1,19,NA,NA,NA,NA
840,5/15/2017,1,First Aid and CPR for Students,Chicago Academy High School ,Chicago,60634,Cook,1,19,NA,NA,NA,NA
841,5/15/2017,1,First Aid and CPR for Students,Chicago Academy High School ,Chicago,60634,Cook,1,19,NA,NA,NA,NA
842,5/15/2017,1,First Aid and CPR for Students,Chicago Academy High School ,Chicago,60634,Cook,1,19,NA,NA,NA,NA
843,5/15/2017,1,First Aid and CPR for Students,Chicago Academy High School ,Chicago,60634,Cook,1,17,NA,NA,NA,NA
844,5/15/2017,1,First Aid and CPR for Students,Chicago Academy High School ,Chicago,60634,Cook,1,19,NA,NA,NA,NA
845,5/15/2017,1,First Aid and CPR for Students,Chicago Academy High School ,Chicago,60634,Cook,1,19,NA,NA,NA,NA
846,5/15/2017,1,First Aid and CPR for Students,Chicago Academy High School ,Chicago,60634,Cook,1,19,NA,NA,NA,NA
847,5/15/2017,1,First Aid and CPR for Students,Chicago Academy High School ,Chicago,60634,Cook,1,19,NA,NA,NA,NA
848,5/15/2017,1,First Aid and CPR for Students,Chicago Academy High School ,Chicago,60634,Cook,1,19,NA,NA,NA,NA
849,5/16/2017,1,Pillowcase Project,White Swan Elementary School,Rockford,61108,Winnebago,3,63,NA,NA,NA,NA
850,5/16/2017,1,Pillowcase Project,Carlson Elementary School,Rockford,61114,Winnebago,1,7,3,4,NA,NA
851,5/16/2017,5,W.H.A.L.E.S. Tales,Cullen Elementary School,Chicago,60628,Cook,1,31,NA,NA,NA,NA
852,5/16/2017,4,First Aid and CPR Certification,Chicago Parent University at Dyett the School of Arts,Chicago,60639,Cook,1,8,0,8,0,0
853,5/16/2017,1,First Aid and CPR for Students,Chicago Academy High School ,Chicago,60634,Cook,1,1,NA,NA,NA,NA
854,5/16/2017,1,First Aid and CPR for Students,Chicago Academy High School ,Chicago,60634,Cook,1,17,NA,NA,NA,NA
855,5/16/2017,1,First Aid and CPR for Students,Chicago Academy High School ,Chicago ,60634,Cook,1,17,NA,NA,NA,NA
856,5/16/2017,1,First Aid and CPR for Students,Chicago Academy High School ,Chicago ,60634,Cook,1,25,NA,NA,NA,NA
857,5/16/2017,1,First Aid and CPR for Students,Chicago Academy High School ,Chicago,60634,Cook,1,27,NA,NA,NA,NA
858,5/16/2017,1,First Aid and CPR for Students,Chicago Academy High School ,Chicago ,60634,Cook,1,25,NA,NA,NA,NA
859,5/16/2017,1,First Aid and CPR for Students,Chicago Academy High School ,Chicago ,60634,Cook,1,25,NA,NA,NA,NA
860,5/16/2017,1,First Aid and CPR for Students,Chicago Academy High School ,Chicago ,60634,Cook,1,25,NA,NA,NA,NA
861,5/16/2017,1,First Aid and CPR for Students,Chicago Academy High School ,Chicago ,60634,Cook,1,24,NA,NA,NA,NA
862,5/16/2017,1,First Aid and CPR for Students,Chicago Academy High School ,Chicago ,60634,Cook,1,26,NA,NA,NA,NA
863,5/16/2017,1,First Aid and CPR for Students,Chicago Academy High School ,Chicago ,60634,Cook,1,25,NA,NA,NA,NA
864,5/16/2017,1,First Aid and CPR for Students,Chicago Academy High School ,Chicago ,60634,Cook,1,24,NA,NA,NA,NA
865,5/16/2017,5,W.H.A.L.E.S. Tales,Cullen Elementary School,Chicago,60628,Cook,1,31,NA,NA,NA,NA
866,5/19/2017,1,First Aid and CPR for Students,Ida B. Wells Elementary School ,Chicago,60653,Cook,1,4,NA,4,NA,NA
867,5/20/2017,1,Home Alone,Huntley Park District,Huntley,60142,KANE,1,29,15,1,13,0
868,5/20/2017,2,First Aid and CPR Certification,The Chicago Police Department Explorer Program ,Chicago,60608,Cook,1,14,0,4,10,0
869,5/21/2017,1,Pillowcase Project,Honey Comb Project,Chicago,60612,Cook,1,12,9,NA,2,1
870,5/21/2017,1.5,CSD - Other,Honey Comb Project,Chicago,60612,Cook,1,14,12,2,NA,2
871,5/22/2017,1,Pillowcase Project,Lloyd Elementary School ,Chicago ,60639,Cook,3,38,NA,NA,38,NA
872,5/22/2017,0.5,Scrubby Bears,Lloyd Elementary School ,Chicago,60639,Cook,4,50,NA,NA,50,NA
873,5/22/2017,1,Pillowcase Project,Lloyd Elementary School,Chicago,60639,Cook,3,38,0,0,38,0
874,5/22/2017,0.5,Scrubby Bears,Lloyd Elementary School,Chicago,60639,Cook,4,50,0,0,50,0
875,5/22/2017,1,FALP,The Clearing Library with Girl Scouts,Chicago,60638,Cook,1,24,20,0,4,0
876,5/22/2017,2,CSD - Adult/Parents,Kilmer Elementary School,Chicago,60626,Cook,1,19,0,2,17,0
877,5/22/2017,1,Disaster Preparedness,St. Ignatius Church,Chicago,60626,Cook,1,30,24,3,3,NA
878,5/23/2017,1,Pillowcase Project,Lloyd Elementary School ,Chicago,60639,Cook,3,38,NA,NA,38,NA
879,5/23/2017,0.5,Scrubby Bears,Lloyd Elementary School ,Chicago,60639,Cook,3,35,NA,NA,35,NA
880,5/23/2017,0.5,Kid Firestopper,Lloyd Elementary School ,Chicago,60639,Cook,1,13,NA,NA,13,NA
881,5/23/2017,1,Pillowcase Project,Lloyd Elementary School,Chicago,60639,Cook,3,38,0,0,38,0
882,5/23/2017,0.5,Scrubby Bears,Lloyd Elementary School,Chicago,60639,Cook,3,35,0,0,35,0
883,5/23/2017,0.5,Kid Firestopper,Lloyd Elementary School,Chicago,60639,Cook,1,13,0,0,13,0
884,5/23/2017,1,First Aid and CPR for Students,Whitney M. Young High School ,Chicago ,60607,Cook,1,15,NA,NA,NA,NA
885,5/23/2017,1,First Aid and CPR for Students,Whitney M. Young High School ,Chicago ,60607,Cook,1,15,NA,NA,NA,NA
886,5/23/2017,1,First Aid and CPR for Students,Whitney M. Young High School ,Chicago ,60607,Cook,1,15,NA,NA,NA,NA
887,5/23/2017,1,First Aid and CPR for Students,Whitney M. Young High School ,Chicago ,60607,Cook,1,15,NA,NA,NA,NA
888,5/23/2017,1,First Aid and CPR for Students,Whitney M. Young High School ,Chicago ,60607,Cook,1,15,NA,NA,NA,NA
889,5/23/2017,1,First Aid and CPR for Students,Whitney M. Young High School ,Chicago ,60607,Cook,1,17,NA,NA,NA,NA
890,5/24/2017,3,First Aid and CPR Certification,George Washington Elementary ,Chicago ,60617,Cook,1,15,0,0,15,0
891,5/24/2017,1,Pillowcase Project,Lloyd Elementary School ,Chicago ,60639,Cook,1,12,NA,NA,12,NA
892,5/24/2017,1,Pillowcase Project,Lloyd Elementary School,Chicago ,60639,Cook,1,12,0,0,12,0
893,5/24/2017,3,AmeriCorps Presentation,EZRA Multi-Service Center,Chicago ,60640,Cook,1,80,10,50,10,10
894,5/24/2017,1,W.H.A.L.E.S. Tales,Reavis Elementary,Chicago ,60615,Cook,1,15,NA,15,NA,NA
895,5/25/2017,5,"Adult CPR, Pediatric CPR and Choking",St Pancratius Church,Chicago ,60632,Cook,1,20,NA,NA,20,NA
896,5/25/2017,1,Masters of Disaster,Calumet City Public Library ,Calumet City ,60409,Cook,1,12,0,10,2,0
897,5/25/2017,3,First Aid and CPR Certification,Rauner Center,Chicago ,60612,Cook,1,6,0,6,0,0
898,5/26/2017,0.5,W.H.A.L.E.S. Tales,Charles Henderson Elementary School,Chicago ,60636,Cook,2,43,0,38,3,2
899,5/26/2017,1,First Aid and CPR for Students,Charles Henderson Elementary School,Chicago,60636,Cook,1,20,0,19,1,0
900,5/26/2017,5,"Adult CPR, Pediatric CPR and Choking",St Pancratius Church,Chicago ,60632,Cook,1,20,NA,NA,20,NA
901,5/26/2017,1,Hands-only Citizen CPR,Helen C Peirce School,Chicago,60660,Cook,1,30,NA,NA,NA,NA
902,5/27/2017,1,"Adult CPR, Pediatric CPR and Choking",Rauner Center,Chicago,60612,Cook,1,4,1,3,NA,NA
903,5/27/2017,1,"Adult CPR, Pediatric CPR and Choking",Rauner Center,Chicago,60612,Cook,1,1,NA,1,NA,NA
904,5/30/2017,1,Pillowcase Project,Charles Henderson Elementary School,Chicago,60636,Cook,1,14,0,1,8,5
905,5/30/2017,1,Pillowcase Project,Reavis Elementary,Chicago,60615,Cook,1,10,NA,10,NA,NA
906,5/31/2017,2,"Adult CPR, Pediatric CPR and Choking",Shoop Academy of Math Science,Chicago,60643,Cook,1,7,0,4,3,0
907,5/31/2017,0.5,Kid Firestopper,Forest Park Ie School,Forest Park,60431,Cook,6,305,183,50,72,NA
908,6/2/2017,1,W.H.A.L.E.S. Tales,Chicago Young Parents,Chicago,60612,Cook,1,9,NA,NA,NA,NA
909,6/2/2017,1,Kid Firestopper,Chicago Young Parents,Chicago,60612,Cook,1,9,NA,NA,NA,NA
910,6/2/2017,1,W.H.A.L.E.S. Tales,Chicago Young Parents,Chicago,60612,Cook,1,9,NA,NA,NA,NA
911,6/2/2017,1,Kid Firestopper,Chicago Young Parents,Chicago,60612,Cook,1,9,NA,NA,NA,NA
912,6/2/2017,4,First Aid and CPR Certification,SGA Youth Association,Chicago,60632,Cook,1,9,0,7,2,0
913,6/2/2017,1.5,Pillowcase Project,Whittier Elementary School,Waukegan,60085,Lake,6,324,75,101,116,32
914,6/3/2017,4,First Aid and CPR Certification,Hillside Public Library,Hillside,60162,Cook,1,11,0,8,2,1
915,6/3/2017,3,Be Red Cross Ready,Marine Leadership Academy 5+1=20 Health Fair,Chicago,60639,Cook,1,100,NA,NA,100,NA
916,6/3/2017,4,First Aid and CPR Certification,Church,Shorewood,60435,Will,1,11,NA,11,NA,NA
917,6/4/2017,4,First Aid and CPR Certification,DuPage Church,Bolingbrook,60440,DuPage,1,11,11,NA,NA,NA
918,6/5/2017,1,"Adult CPR, Pediatric CPR and Choking",Life Center COGIC Church,Chicago,60637,Cook,1,3,NA,3,NA,NA
919,6/6/2017,1,Pillowcase Project,Echo Bluff Camp,Spring Valley,61362,Bureau,2,73,NA,NA,NA,NA
920,6/6/2017,0.5,W.H.A.L.E.S. Tales,HR McCall Elementary School,Waukegan,60087,Lake,7,192,53,46,85,8
921,6/6/2017,0.5,Home Alone,HR McCall Elementary School,Waukegan,60087,Lake,2,40,5,14,18,3
922,6/6/2017,1,Disaster Preparedness,Life Center COGIC Church,Chicago,60637,Cook,1,7,NA,7,NA,NA
923,6/6/2017,0.75,Home Alone,South Loop Branch School ,Chicago ,60616,Cook,1,88,NA,NA,NA,NA
924,6/6/2017,4,First Aid and CPR Certification,Nichols Library,Naperville,60540,Will,1,9,9,NA,NA,NA
925,6/7/2017,4,"Adult CPR, Pediatric CPR and Choking",Richard Henry Lee Elementary School,Chicago,60629,Cook,1,9,1,2,6,0
926,6/7/2017,0.75,Home Alone,South Loop Branch School ,Chicago ,60616,Cook,1,100,NA,NA,NA,NA
927,6/7/2017,0.75,Home Alone,South Loop Branch School ,Chicago ,60616,Cook,1,100,NA,NA,NA,NA
928,6/8/2017,0.5,W.H.A.L.E.S. Tales,Charles Henderson Elementary School,Chicago,60636,Cook,1,20,2,16,1,1
929,6/8/2017,1,Pillowcase Project,Charles Henderson Elementary School,Chicago,60636,Cook,1,13,0,11,2,0
930,6/8/2017,3,Hands-only Citizen CPR,Jensen Elementary School ,Chicago,60612,Cook,1,7,NA,NA,NA,NA
931,6/10/2017,5,"Adult CPR, Pediatric CPR and Choking",Northwest Side Housing Center ,Chicago ,60639,Cook,1,20,NA,NA,20,NA
932,6/10/2017,0.5,W.H.A.L.E.S. Tales,Dundee Township Park District,Carpentersville,60110,Kane,1,6,6,0,0,0
